,Unnamed: 0,"Para começar, confirme sua autorização selecionando uma das opções abaixo:","Em relação a temas como Usabilidade, Experiência do Usuário (UX), Interação Humano-Computador, Design Centrado no Usuário e outros, você se considera",A UX é muito dinâmica - muda constantemente enquanto há interação com um produto. [Marque uma opção. ],A expectativa de uso de um produto pode resultar em experiências reais.  [Marque uma opção. ],"Aspectos efêmeros e estáveis do estado interno de uma pessoa (por exemplo: necessidades,  motivações)  afetam a experiência da pessoa com algo. [Marque uma opção. ]",A UX é melhor compreendida se analisada dentro da área de marketing. [Marque uma opção. ],UX ocorre e depende do contexto em que o artefato é experimentado.  [Marque uma opção. ],"UX não é sobre o desempenho do usuário (habilidade para entender e utilizar) em relação a um artefato, mas sobre a percepção pessoal dele sobre esse desempenho. [Marque uma opção. ]",Definitivamente existe a necessidade de uma definição padronizada para o termo UX. [Marque uma opção. ],A exposição prévia a um artefato molda uma posterior experiência do usuário  [Marque uma opção. ],As pessoas nunca terão uma experiência (UX) comparável - toda e qualquer interação com um produto resulta em uma experiência única. [Marque uma opção. ],A UX deveria ser avaliada após a interação com o artefato. [Marque uma opção. ],"A UX está baseada em como uma pessoa percebe as características de um artefato, mas não nas características em si. [Marque uma opção. ]",Usabilidade é uma pré-condição necessária para a UX.  [Marque uma opção. ],"Nós não podemos projetar a UX, mas podemos projetar para a UX.  [Marque uma opção. ]","Medir a UX implica em determinar as vantagens, valores e significância de um artefato com relação às necessidades e objetivos de uma pessoa. [Marque uma opção. ]","A UX se refere a estados afetivos, isto é, qualquer combinação de valências emocionais (bom-ruim, prazeroso-desagradável) e estímulos psicológicos (calmo-agitado) [Marque uma opção. ]","A UX pode ser quantificada e, portanto, comparada entre artefatos similares (ou competitivos) [Marque uma opção. ]",A UX deveria ser medida enquanto se interage com um artefato. [Marque uma opção. ],Ao se projetar (para a) UX deve-se ter como alicerce o Design Centrado no Usuário  [Marque uma opção. ],"Apenas um indivíduo pode ter uma experiência. Uma experiência é algo pessoal. Algo que ocorre ""dentro"" da pessoa. [Marque uma opção. ]",UX é igual a apego emocional.  [Marque uma opção. ],UX não é algo novo. Já é contemplada por abordagens existentes (ex.: engenharia de usabilidade). [Marque uma opção. ],A UX deve ser abordada qualitativamente.  [Marque uma opção. ],A UX pode mudar mesmo depois que uma pessoa já parou de interagir com o produto. [Marque uma opção. ],"Dentre essas definições, qual você escolheria",Justificativa,"Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? ","Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? .1","Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? .2","Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? .3","Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? .4",Qual seu gênero? ,Qual é a sua faixa etária?,Em qual cidade você vive? ,Região ,Você é ,Role,Domain ,Sua formação principal foi na área de ,Educação ,Você já atuou ou atua profissionalmente com UX? ,"Complete a frase: ""Eu estou interessado(a) em entender o conceito de UX...""","Atualmente, quão importante é a UX para a sua vida profissional/acadêmica?"
151,151,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,"D3: Experiência do usuário diz respeito a todo o conjunto de afetos que é evocado pela interação entre o usuário e o produto, incluindo o grau em que todos os nossos sentidos são gratificados (experiência estética), os significados que atribuímos ao produto (experiência de significação) e os sentimentos e emoções que são evocados (experiência emocional). [Desmet & Hekkert, 2007]","Todas elas são boas definições e se complementam. A definição de UX é tão abrangente que pode ser expressada em diferentes maneiras, dependendo do contexto. UX talvez seja uma série de éticas em como se pode desenhar e construir experiências, e os resultados podem ser expressados com as definições acima.
Obs. Eu não escolhi nenhuma de fato, pelos motivos que citei acima, mas o sistema me obrigou a escolher uma para ir ao próximo passo.",A única coisa que eu adicionaria é o processo de entendimento de que o ponto de interação quase nunca está em um ambiente controlado. O desenho de uma interação tem que prever situações diversas e emergências no momento desta interação.,"Corcordo, mas talvez se pudesse inverter a frase, adiciona-la no inicio e criar um ciclo. UX são as diretrizes para o desenho da experiência, e a experiência vai influenciar nas diretrizes.",Concordo totalmente,"A experiência momentânea do usuário sim, mas esta definição não abrange os processos pelos quais a experiência é desenhada e construída.",Mesmo comentario do anterior,Masculino,Entre 32 e 39 anos.,Santo André,Sudeste ,Empresário,Profissional,Mercado,Design,Design,"Sim, como contratado., Sim, como freelancer ou voluntário., Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria), Criando métodos para aplicação de UX","""... para criar produtos melhores"", ""... para deixar os usuários satisfeitos"", Para construir métodos em UX",7.0
152,152,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Concordo totalmente,Concordo parcialmente,"D1: A Experiência do Usuário [engloba] todos os aspectos da interação dos usuários finais com a empresa. O seu serviço e seus produtos. O primeiro pré-requisito para uma experiência exemplar é contemplar as necessidades dos usuários sem confusão ou incômodos. Depois vem a simplicidade e a elegância que geram produtos que são uma alegria de possuir, uma alegria de usar. A verdadeira experiência do usuário vai muito além de dar aos consumidores o que eles dizem querer, ou oferecer uma lista de características [Nielsen & Norman Group, nngroup.com]","Pareceu a mais completa de acordo com o que entendo por UX, mesmo não citando os aspectos citados na D2, ela parece contemplá-los, e tudo isso na interação além do produto, considerando o contexto de aquisição e uso do produto.",,,,,,Feminino,40 anos ou mais.,Timóteo - MG,Sudeste ,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia ,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... para deixar os usuários satisfeitos""",7.0
153,153,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Indiferente,Indiferente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Indiferente,Discordo parcialmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo parcialmente,Discordo totalmente,Concordo totalmente,Discordo parcialmente,Indiferente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,"D5: Experiência do Usuário é a qualidade da experiência que uma pessoa tem quando interage com um design específico. Isso pode mudar de um artefato específico como um copo de brinquedo ou um website até experiências integradas maiores, como um museu ou um aeroporto. [UXNet.org]",Pois é a que define melhor como o usuário e o design estão relacionados em termos de experiência.,,,,,,Masculino,Entre 32 e 39 anos.,Rio de janeiro,Sudeste ,Profissional de design,Profissional,Mercado ,Design,Design,"Sim, como contratado., Sim, como freelancer ou voluntário.","""... por motivos acadêmicos"", ""... para criar produtos melhores""",7.0
154,154,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Indiferente,Indiferente,Concordo totalmente,Indiferente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo totalmente,"D2: Experiência do usuário é uma consequência do estado interno dos usuários (predisposições, expectativas, necessidades, motivações, humor etc), das características do sistema projetado (por exemplo: complexidade, propósito, usabilidade, funcionalidade etc) e o contexto (ou ambiente) no qual a interação ocorre (por exemplo: ambiente organização/social, significância da atividade,  voluntariedade de uso etc) [Hassenzahl & Tractinsky, 2006]","Apesar de preferir as ideias de Donald Norman, acredito que a opção D2 explica melhor os níveis de experiência que são evocadas durante uma interação com um artefato/produto.",,,,,,Masculino,Entre 25 e 31 anos,Santa Maria,Sul ,Programador Front-end,Profissional,Mercado,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... por motivos acadêmicos"", ""... para criar produtos melhores"", ""... para deixar os usuários satisfeitos""",7.0
155,155,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Concordo parcialmente,Discordo totalmente,Indiferente,Concordo totalmente,Discordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Discordo parcialmente,Não entendi a frase.,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,"D1: A Experiência do Usuário [engloba] todos os aspectos da interação dos usuários finais com a empresa. O seu serviço e seus produtos. O primeiro pré-requisito para uma experiência exemplar é contemplar as necessidades dos usuários sem confusão ou incômodos. Depois vem a simplicidade e a elegância que geram produtos que são uma alegria de possuir, uma alegria de usar. A verdadeira experiência do usuário vai muito além de dar aos consumidores o que eles dizem querer, ou oferecer uma lista de características [Nielsen & Norman Group, nngroup.com]","Escolhi essa pois ela me parece ter um pouco de cada uma das outras definições, ela é completa e, se distrinchada, tem uma boa explanação de UX.",,,,,,Feminino,Entre 18 e 24 anos,Quixadá,Nordeste ,Estudante,Estudante,Academia ,Design,Design,"Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... por motivos acadêmicos"", ""... para criar produtos melhores"", ""... para aumentar a venda de produtos"", ""... para deixar os usuários satisfeitos""",7.0
156,156,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Concordo totalmente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,"D5: Experiência do Usuário é a qualidade da experiência que uma pessoa tem quando interage com um design específico. Isso pode mudar de um artefato específico como um copo de brinquedo ou um website até experiências integradas maiores, como um museu ou um aeroporto. [UXNet.org]","Porque é o que melhor fala sobre experiências como um todo, não somente com produtos. ","Mudaria a tradução feita, parece que a explicação ficou inacabada. Mesmo assim, acho essa definição sem resposta, fala um amplo sentido de experiência sem me dar um foco. ","Ele fala sobre experiência de uso com produto, e não como um todo. Não me parece uma definição do que é UX hoje.","Desmet e Hekkert falam sobre design emocional, não sobre UX. Pra mim são coisas que se complementam, mas não é a mesma coisa. ","Acho muito raso, não é uma definição completa. ",Foi a que mais me trouxe uma definição do que eu considero que UX é hoje.  ,Feminino,Entre 32 e 39 anos.,Porto Alegre,Sul ,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia ,Design,Design,"Sim, como contratado.",porque quero sair da área acadêmica e voltar pro mercado.,7.0
157,157,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo parcialmente,Discordo parcialmente,Não entendi a frase.,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,"D2: Experiência do usuário é uma consequência do estado interno dos usuários (predisposições, expectativas, necessidades, motivações, humor etc), das características do sistema projetado (por exemplo: complexidade, propósito, usabilidade, funcionalidade etc) e o contexto (ou ambiente) no qual a interação ocorre (por exemplo: ambiente organização/social, significância da atividade,  voluntariedade de uso etc) [Hassenzahl & Tractinsky, 2006]","Selecionei a definição D2 porque ela não considera apenas os aspectos emocionais e psicológicos dos usuários, mas também os diferentes possíveis contextos de uso e as características pretendidas para o sistema que está sendo projetado.",,,,,,Masculino,Entre 18 e 24 anos,Rio de Janeiro,Sudeste,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia ,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... por motivos acadêmicos"", ""... para criar produtos melhores"", ""... para deixar os usuários satisfeitos""",7.0
158,158,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Discordo totalmente,Concordo totalmente,Concordo parcialmente,"D1: A Experiência do Usuário [engloba] todos os aspectos da interação dos usuários finais com a empresa. O seu serviço e seus produtos. O primeiro pré-requisito para uma experiência exemplar é contemplar as necessidades dos usuários sem confusão ou incômodos. Depois vem a simplicidade e a elegância que geram produtos que são uma alegria de possuir, uma alegria de usar. A verdadeira experiência do usuário vai muito além de dar aos consumidores o que eles dizem querer, ou oferecer uma lista de características [Nielsen & Norman Group, nngroup.com]","É a mais clara e a que contempla experiencia do usuário em suas aplicações sem deixar de lado as suas especificidades.

A segunda, por exemplo, fala de detalhes que são fundamentos em qualquer projeto de design. Está implicito em qualquer projeto.","Ela é descreve claramente. Talvez eu só complementaria para um leitor inciante abrindo a parenteses nos aspectos de interação:

[...] todos os aspectos da interação (vê, sente, lê, percebe, pensa, escuta, age, etc...) [...]",,,,,Masculino,Entre 32 e 39 anos.,Lisboa,Fora do Brasil ,Os três,Outros,Ambos/área comum ,Design,Design,"Sim, como contratado., Sim, como freelancer ou voluntário., Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... para criar produtos melhores""",7.0
159,159,"Confirmo que li, concordo com os termos e aceito participar.",Regularmente interessado em pelo menos um dos temas,Discordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Indiferente,Concordo totalmente,Discordo parcialmente,Concordo totalmente,Não entendi a frase.,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Indiferente,Discordo parcialmente,Indiferente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,"D1: A Experiência do Usuário [engloba] todos os aspectos da interação dos usuários finais com a empresa. O seu serviço e seus produtos. O primeiro pré-requisito para uma experiência exemplar é contemplar as necessidades dos usuários sem confusão ou incômodos. Depois vem a simplicidade e a elegância que geram produtos que são uma alegria de possuir, uma alegria de usar. A verdadeira experiência do usuário vai muito além de dar aos consumidores o que eles dizem querer, ou oferecer uma lista de características [Nielsen & Norman Group, nngroup.com]",Estude sobre a empresa work&co ,,,,,,Masculino,Entre 25 e 31 anos,Fortaleza,Nordeste,Públicitario e estudante de pós grad,Profissional,Mercado,Comunicação,Outros ,Nao especificamente.,"""... por motivos acadêmicos"", ""... para criar produtos melhores"", ""... para deixar os usuários satisfeitos""",5.0
160,160,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Indiferente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Discordo parcialmente,Concordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,"D1: A Experiência do Usuário [engloba] todos os aspectos da interação dos usuários finais com a empresa. O seu serviço e seus produtos. O primeiro pré-requisito para uma experiência exemplar é contemplar as necessidades dos usuários sem confusão ou incômodos. Depois vem a simplicidade e a elegância que geram produtos que são uma alegria de possuir, uma alegria de usar. A verdadeira experiência do usuário vai muito além de dar aos consumidores o que eles dizem querer, ou oferecer uma lista de características [Nielsen & Norman Group, nngroup.com]",Foi completo e conciso. ,,,,,,Feminino,Entre 25 e 31 anos,Salvador,Nordeste,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Design,Design,"Sim, como contratado.","""... para criar produtos melhores""",7.0
